question,subject,split,answer,final_prompt,len_tk_glm4_9b_chat
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate my roommates lunch after they left it in the fridge. Scenario 2 | I shop for cheap items at the Salvation Army because I know the money goes to a good cause.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ate my roommates lunch after they left it in the fridge. Scenario 2 | I shop for cheap items at the Salvation Army because I know the money goes to a good cause.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
Which of the following procedures would an auditor most likely perform to obtain evidence about the occurrence of subsequent events?,professional_accounting,test-00000-of-00001,B,"Which of the following procedures would an auditor most likely perform to obtain evidence about the occurrence of subsequent events?

Choices:
A. Verify inventory pledged under loan agreements by confirming the details with financial institutions.
B. Inquire about the current status of transactions that were recorded on the basis of preliminary data.
C. Compare the financial statements being reported on with those of the prior year.
D. Trace information from shipping documents to sales invoices and sales journal transactions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I talked on the phone while driving the school bus. Scenario 2 | I kicked John out into the hall for being too loud.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I talked on the phone while driving the school bus. Scenario 2 | I kicked John out into the hall for being too loud.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"Based on the strontium isotope ratios in the teeth of people buried at Copán, who were the rulers?",prehistory,test-00000-of-00001,B,"Based on the strontium isotope ratios in the teeth of people buried at Copán, who were the rulers?

Choices:
A. local elite who rose to power based on their popularity and knowledge of politics
B. foreigners from different regions across much of the Maya territory
C. an elite class of astronomer-priests who ate mostly vegetables and fish
D. Egyptian emigrants who arrived on ships and taught the Maya how to build pyramids

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
"Salivary amylase is an enzyme in the human body that digests carbohydrates from food. When food mixed with saliva enters the stomach, the action of salivary amylase slows dramatically. Which causes salivary amylase enzyme to stop digesting food?",,auxiliary_train-00000-of-00001,A,"Salivary amylase is an enzyme in the human body that digests carbohydrates from food. When food mixed with saliva enters the stomach, the action of salivary amylase slows dramatically. Which causes salivary amylase enzyme to stop digesting food?

Choices:
A. The pH of the stomach is lower than in the mouth.
B. The concentration of food decreases in the stomach.
C. The temperature of the food increases in the stomach.
D. The food is mixed more in the mouth than in the stomach.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
Early theories of mass communication suggested that audiences were passive recipients of media messages and thus vulnerable to manipulation. Which of the following best describes current thinking?,public_relations,test-00000-of-00001,C,"Early theories of mass communication suggested that audiences were passive recipients of media messages and thus vulnerable to manipulation. Which of the following best describes current thinking?

Choices:
A. Audiences are more vulnerable and passive than ever before.
B. Television viewing, in particular, creates increased activity in the right hemisphere of the brain.
C. Active receivers are not uniformly affected by mass communication messages.
D. Technology has led to increasingly passive recipients at the ends of message transmission systems.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I brought a knife with me when I went camping. Scenario 2 | I had sex at work.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I brought a knife with me when I went camping. Scenario 2 | I had sex at work.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"According to Davis (1995), women may seek cosmetic surgery because:",sociology,test-00000-of-00001,C,"According to Davis (1995), women may seek cosmetic surgery because:

Choices:
A. they have a deep-rooted sense of ineffectiveness and are striving for control
B. they are in pursuit of the 'perfect' body, fuelled by images of beauty
C. they perceive a part of their body as stigmatizing, in relation to a cultural ideal
D. their male partners pressurize them to look like supermodels

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that",professional_psychology,test-00000-of-00001,A,"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that

Choices:
A. mildly anxious children are better achievers than more anxious ones
B. non-anxious children are better achievers than mildly anxious ones
C. some anxiety normally facilitates learning, and only for a few learners is there a point beyond which anxiety impedes learning
D. there is no systematic relationship; anxiety measures are of no help in predicting achievement

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I arrived at the party I threw confetti into the air. Scenario 2 | I hunted a giraffe with my bow.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I arrived at the party I threw confetti into the air. Scenario 2 | I hunted a giraffe with my bow.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
